"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CPI","TOT","IDX2015","A","2009",90.43584,
"NLD","CPI","TOT","IDX2015","A","2010",91.58916,
"NLD","CPI","TOT","IDX2015","A","2011",93.73333,
"NLD","CPI","TOT","IDX2015","A","2012",96.035,
"NLD","CPI","TOT","IDX2015","A","2013",98.4425,
"NLD","CPI","TOT","IDX2015","A","2014",99.40334,
"NLD","CPI","TOT","IDX2015","A","2015",100,
"NLD","CPI","TOT","IDX2015","A","2016",100.3167,
"NLD","CPI","TOT","IDX2015","A","2017",101.7025,
"NZL","CPI","TOT","IDX2015","A","1993",62.89919,
"NZL","CPI","TOT","IDX2015","A","1994",63.99701,
"NZL","CPI","TOT","IDX2015","A","1995",66.40006,
"NZL","CPI","TOT","IDX2015","A","1996",67.91778,
"NZL","CPI","TOT","IDX2015","A","1997",68.72406,
"NZL","CPI","TOT","IDX2015","A","1998",69.59359,
"NZL","CPI","TOT","IDX2015","A","1999",69.51407,
"NZL","CPI","TOT","IDX2015","A","2000",71.33202,
"NZL","CPI","TOT","IDX2015","A","2001",73.20507,
"NZL","CPI","TOT","IDX2015","A","2002",75.16484,
"NZL","CPI","TOT","IDX2015","A","2003",76.48291,
"NZL","CPI","TOT","IDX2015","A","2004",78.23456,
"NZL","CPI","TOT","IDX2015","A","2005",80.61056,
"NZL","CPI","TOT","IDX2015","A","2006",83.32343,
"NZL","CPI","TOT","IDX2015","A","2007",85.30331,
"NZL","CPI","TOT","IDX2015","A","2008",88.68043,
"NZL","CPI","TOT","IDX2015","A","2009",90.55659,
"NZL","CPI","TOT","IDX2015","A","2010",92.64124,
"NZL","CPI","TOT","IDX2015","A","2011",96.37273,
"NZL","CPI","TOT","IDX2015","A","2012",97.3942,
"NZL","CPI","TOT","IDX2015","A","2013",98.49906,
"NZL","CPI","TOT","IDX2015","A","2014",99.70815,
"NZL","CPI","TOT","IDX2015","A","2015",100,
"NZL","CPI","TOT","IDX2015","A","2016",100.6462,
"NZL","CPI","TOT","IDX2015","A","2017",102.509,
"NOR","CPI","TOT","IDX2015","A","1993",64.81667,
"NOR","CPI","TOT","IDX2015","A","1994",65.70834,
"NOR","CPI","TOT","IDX2015","A","1995",67.325,
"NOR","CPI","TOT","IDX2015","A","1996",68.175,
"NOR","CPI","TOT","IDX2015","A","1997",69.925,
"NOR","CPI","TOT","IDX2015","A","1998",71.5,
"NOR","CPI","TOT","IDX2015","A","1999",73.19167,
"NOR","CPI","TOT","IDX2015","A","2000",75.45,
"NOR","CPI","TOT","IDX2015","A","2001",77.71667,
"NOR","CPI","TOT","IDX2015","A","2002",78.71667,
"NOR","CPI","TOT","IDX2015","A","2003",80.675,
"NOR","CPI","TOT","IDX2015","A","2004",81.04166,
"NOR","CPI","TOT","IDX2015","A","2005",82.28333,
"NOR","CPI","TOT","IDX2015","A","2006",84.2,
"NOR","CPI","TOT","IDX2015","A","2007",84.8,
"NOR","CPI","TOT","IDX2015","A","2008",87.98333,
"NOR","CPI","TOT","IDX2015","A","2009",89.91666,
"NOR","CPI","TOT","IDX2015","A","2010",92.09167,
"NOR","CPI","TOT","IDX2015","A","2011",93.275,
"NOR","CPI","TOT","IDX2015","A","2012",93.925,
"NOR","CPI","TOT","IDX2015","A","2013",95.91666,
"NOR","CPI","TOT","IDX2015","A","2014",97.875,
"NOR","CPI","TOT","IDX2015","A","2015",100,
"NOR","CPI","TOT","IDX2015","A","2016",103.55,
"NOR","CPI","TOT","IDX2015","A","2017",105.4917,
"POL","CPI","TOT","IDX2015","A","1993",22.84615,
"POL","CPI","TOT","IDX2015","A","1994",30.38339,
"POL","CPI","TOT","IDX2015","A","1995",38.87597,
"POL","CPI","TOT","IDX2015","A","1996",46.57145,
"POL","CPI","TOT","IDX2015","A","1997",53.51672,
"POL","CPI","TOT","IDX2015","A","1998",59.72351,
"POL","CPI","TOT","IDX2015","A","1999",63.99618,
"POL","CPI","TOT","IDX2015","A","2000",70.33191,
"POL","CPI","TOT","IDX2015","A","2001",74.1357,
"POL","CPI","TOT","IDX2015","A","2002",75.54819,
"POL","CPI","TOT","IDX2015","A","2003",76.06396,
"POL","CPI","TOT","IDX2015","A","2004",78.63694,
"POL","CPI","TOT","IDX2015","A","2005",80.35421,
"POL","CPI","TOT","IDX2015","A","2006",81.38651,
"POL","CPI","TOT","IDX2015","A","2007",83.3876,
"POL","CPI","TOT","IDX2015","A","2008",86.86067,
"POL","CPI","TOT","IDX2015","A","2009",90.15737,
"POL","CPI","TOT","IDX2015","A","2010",92.48406,
"POL","CPI","TOT","IDX2015","A","2011",96.40483,
"POL","CPI","TOT","IDX2015","A","2012",99.8372,
"POL","CPI","TOT","IDX2015","A","2013",100.8276,
"POL","CPI","TOT","IDX2015","A","2014",100.8818,
"POL","CPI","TOT","IDX2015","A","2015",100,
"POL","CPI","TOT","IDX2015","A","2016",99.33524,
"POL","CPI","TOT","IDX2015","A","2017",101.3974,
"PRT","CPI","TOT","IDX2015","A","1993",58.63397,
"PRT","CPI","TOT","IDX2015","A","1994",61.81219,
"PRT","CPI","TOT","IDX2015","A","1995",64.4224,
"PRT","CPI","TOT","IDX2015","A","1996",66.39951,
"PRT","CPI","TOT","IDX2015","A","1997",67.95118,
"PRT","CPI","TOT","IDX2015","A","1998",69.69939,
"PRT","CPI","TOT","IDX2015","A","1999",71.33043,
"PRT","CPI","TOT","IDX2015","A","2000",73.36551,
"PRT","CPI","TOT","IDX2015","A","2001",76.57151,
"PRT","CPI","TOT","IDX2015","A","2002",79.32835,
"PRT","CPI","TOT","IDX2015","A","2003",81.88192,
"PRT","CPI","TOT","IDX2015","A","2004",83.81873,
"PRT","CPI","TOT","IDX2015","A","2005",85.72741,
"PRT","CPI","TOT","IDX2015","A","2006",88.39153,
"PRT","CPI","TOT","IDX2015","A","2007",90.56063,
"PRT","CPI","TOT","IDX2015","A","2008",92.9048,
"PRT","CPI","TOT","IDX2015","A","2009",92.12856,
"PRT","CPI","TOT","IDX2015","A","2010",93.42072,
"PRT","CPI","TOT","IDX2015","A","2011",96.83339,
"PRT","CPI","TOT","IDX2015","A","2012",99.51891,
"PRT","CPI","TOT","IDX2015","A","2013",99.79201,
"PRT","CPI","TOT","IDX2015","A","2014",99.51443,
"PRT","CPI","TOT","IDX2015","A","2015",100,
"PRT","CPI","TOT","IDX2015","A","2016",100.6074,
"PRT","CPI","TOT","IDX2015","A","2017",101.9843,
"SVK","CPI","TOT","IDX2015","A","1993",32.54351,
"SVK","CPI","TOT","IDX2015","A","1994",36.90939,
"SVK","CPI","TOT","IDX2015","A","1995",40.54168,
"SVK","CPI","TOT","IDX2015","A","1996",42.8833,
"SVK","CPI","TOT","IDX2015","A","1997",45.51719,
"SVK","CPI","TOT","IDX2015","A","1998",48.5512,
"SVK","CPI","TOT","IDX2015","A","1999",53.68328,
"SVK","CPI","TOT","IDX2015","A","2000",60.14448,
"SVK","CPI","TOT","IDX2015","A","2001",64.55285,
"SVK","CPI","TOT","IDX2015","A","2002",66.5715,
"SVK","CPI","TOT","IDX2015","A","2003",72.26612,
"SVK","CPI","TOT","IDX2015","A","2004",77.72113,
"SVK","CPI","TOT","IDX2015","A","2005",79.82666,
"SVK","CPI","TOT","IDX2015","A","2006",83.40556,
"SVK","CPI","TOT","IDX2015","A","2007",85.70482,
"SVK","CPI","TOT","IDX2015","A","2008",89.64568,
"SVK","CPI","TOT","IDX2015","A","2009",91.09355,
"SVK","CPI","TOT","IDX2015","A","2010",91.96533,
"SVK","CPI","TOT","IDX2015","A","2011",95.56972,
"SVK","CPI","TOT","IDX2015","A","2012",99.01606,
"SVK","CPI","TOT","IDX2015","A","2013",100.4028,
"SVK","CPI","TOT","IDX2015","A","2014",100.3263,
"SVK","CPI","TOT","IDX2015","A","2015",100,
"SVK","CPI","TOT","IDX2015","A","2016",99.47999,
"SVK","CPI","TOT","IDX2015","A","2017",100.7851,
"ESP","CPI","TOT","IDX2015","A","1993",57.14648,
"ESP","CPI","TOT","IDX2015","A","1994",59.84289,
"ESP","CPI","TOT","IDX2015","A","1995",62.63983,
"ESP","CPI","TOT","IDX2015","A","1996",64.86909,
"ESP","CPI","TOT","IDX2015","A","1997",66.14771,
"ESP","CPI","TOT","IDX2015","A","1998",67.36108,
"ESP","CPI","TOT","IDX2015","A","1999",68.91734,
"ESP","CPI","TOT","IDX2015","A","2000",71.28364,
"ESP","CPI","TOT","IDX2015","A","2001",73.8426,
"ESP","CPI","TOT","IDX2015","A","2002",76.10644,
"ESP","CPI","TOT","IDX2015","A","2003",78.41949,
"ESP","CPI","TOT","IDX2015","A","2004",80.80282,
"ESP","CPI","TOT","IDX2015","A","2005",83.52463,
"ESP","CPI","TOT","IDX2015","A","2006",86.46083,
"ESP","CPI","TOT","IDX2015","A","2007",88.87052,
"ESP","CPI","TOT","IDX2015","A","2008",92.49258,
"ESP","CPI","TOT","IDX2015","A","2009",92.2262,
"ESP","CPI","TOT","IDX2015","A","2010",93.88617,
"ESP","CPI","TOT","IDX2015","A","2011",96.8869,
"ESP","CPI","TOT","IDX2015","A","2012",99.25676,
"ESP","CPI","TOT","IDX2015","A","2013",100.6548,
"ESP","CPI","TOT","IDX2015","A","2014",100.503,
"ESP","CPI","TOT","IDX2015","A","2015",100,
"ESP","CPI","TOT","IDX2015","A","2016",99.79733,
"ESP","CPI","TOT","IDX2015","A","2017",101.7495,
"SWE","CPI","TOT","IDX2015","A","1993",77.73334,
"SWE","CPI","TOT","IDX2015","A","1994",79.41093,
"SWE","CPI","TOT","IDX2015","A","1995",81.36058,
"SWE","CPI","TOT","IDX2015","A","1996",81.79434,
"SWE","CPI","TOT","IDX2015","A","1997",82.33289,
"SWE","CPI","TOT","IDX2015","A","1998",82.11295,
"SWE","CPI","TOT","IDX2015","A","1999",82.49245,
"SWE","CPI","TOT","IDX2015","A","2000",83.23418,
"SWE","CPI","TOT","IDX2015","A","2001",85.23676,
"SWE","CPI","TOT","IDX2015","A","2002",87.07658,
"SWE","CPI","TOT","IDX2015","A","2003",88.75337,
"SWE","CPI","TOT","IDX2015","A","2004",89.08501,
"SWE","CPI","TOT","IDX2015","A","2005",89.48872,
"SWE","CPI","TOT","IDX2015","A","2006",90.70596,
"SWE","CPI","TOT","IDX2015","A","2007",92.71252,
"SWE","CPI","TOT","IDX2015","A","2008",95.8991,
"SWE","CPI","TOT","IDX2015","A","2009",95.42492,
"SWE","CPI","TOT","IDX2015","A","2010",96.52992,
"SWE","CPI","TOT","IDX2015","A","2011",99.38832,
"SWE","CPI","TOT","IDX2015","A","2012",100.2713,
"SWE","CPI","TOT","IDX2015","A","2013",100.2269,
"SWE","CPI","TOT","IDX2015","A","2014",100.0468,
"SWE","CPI","TOT","IDX2015","A","2015",100,
"SWE","CPI","TOT","IDX2015","A","2016",100.9843,
"SWE","CPI","TOT","IDX2015","A","2017",102.7964,
"CHE","CPI","TOT","IDX2015","A","1993",87.72798,
"CHE","CPI","TOT","IDX2015","A","1994",88.47555,
"CHE","CPI","TOT","IDX2015","A","1995",90.06793,
"CHE","CPI","TOT","IDX2015","A","1996",90.79897,
"CHE","CPI","TOT","IDX2015","A","1997",91.27132,
"CHE","CPI","TOT","IDX2015","A","1998",91.2877,
"CHE","CPI","TOT","IDX2015","A","1999",92.0239,
"CHE","CPI","TOT","IDX2015","A","2000",93.4581,
"CHE","CPI","TOT","IDX2015","A","2001",94.38242,
"CHE","CPI","TOT","IDX2015","A","2002",94.98902,
"CHE","CPI","TOT","IDX2015","A","2003",95.59534,
"CHE","CPI","TOT","IDX2015","A","2004",96.36285,
"CHE","CPI","TOT","IDX2015","A","2005",97.49218,
"CHE","CPI","TOT","IDX2015","A","2006",98.52513,
"CHE","CPI","TOT","IDX2015","A","2007",99.24667,
"CHE","CPI","TOT","IDX2015","A","2008",101.6544,
"CHE","CPI","TOT","IDX2015","A","2009",101.166,
"CHE","CPI","TOT","IDX2015","A","2010",101.8623,
"CHE","CPI","TOT","IDX2015","A","2011",102.0979,
"CHE","CPI","TOT","IDX2015","A","2012",101.3909,
"CHE","CPI","TOT","IDX2015","A","2013",101.1705,
"CHE","CPI","TOT","IDX2015","A","2014",101.1571,
"CHE","CPI","TOT","IDX2015","A","2015",100,
"CHE","CPI","TOT","IDX2015","A","2016",99.56539,
"CHE","CPI","TOT","IDX2015","A","2017",100.0969,
"TUR","CPI","TOT","IDX2015","A","1993",0.2299894,
"TUR","CPI","TOT","IDX2015","A","1994",0.4719728,
"TUR","CPI","TOT","IDX2015","A","1995",0.8925634,
"TUR","CPI","TOT","IDX2015","A","1996",1.610293,
"TUR","CPI","TOT","IDX2015","A","1997",2.98982,
"TUR","CPI","TOT","IDX2015","A","1998",5.520444,
"TUR","CPI","TOT","IDX2015","A","1999",9.101418,
"TUR","CPI","TOT","IDX2015","A","2000",14.0995,
"TUR","CPI","TOT","IDX2015","A","2001",21.76965,
"TUR","CPI","TOT","IDX2015","A","2002",31.55818,
"TUR","CPI","TOT","IDX2015","A","2003",38.37551,
"TUR","CPI","TOT","IDX2015","A","2004",41.67514,
"TUR","CPI","TOT","IDX2015","A","2005",45.08382,
"TUR","CPI","TOT","IDX2015","A","2006",49.41062,
"TUR","CPI","TOT","IDX2015","A","2007",53.7371,
"TUR","CPI","TOT","IDX2015","A","2008",59.34948,
"TUR","CPI","TOT","IDX2015","A","2009",63.0594,
"TUR","CPI","TOT","IDX2015","A","2010",68.46135,
"TUR","CPI","TOT","IDX2015","A","2011",72.89208,
"TUR","CPI","TOT","IDX2015","A","2012",79.37334,
"TUR","CPI","TOT","IDX2015","A","2013",85.32085,
"TUR","CPI","TOT","IDX2015","A","2014",92.87565,
"TUR","CPI","TOT","IDX2015","A","2015",100,
"TUR","CPI","TOT","IDX2015","A","2016",107.7751,
"TUR","CPI","TOT","IDX2015","A","2017",119.7859,
"GBR","CPI","TOT","IDX2015","A","1993",63.5,
"GBR","CPI","TOT","IDX2015","A","1994",64.9,
"GBR","CPI","TOT","IDX2015","A","1995",66.6,
"GBR","CPI","TOT","IDX2015","A","1996",68.5,
"GBR","CPI","TOT","IDX2015","A","1997",70,
"GBR","CPI","TOT","IDX2015","A","1998",71.3,
"GBR","CPI","TOT","IDX2015","A","1999",72.6,
"GBR","CPI","TOT","IDX2015","A","2000",73.4,
"GBR","CPI","TOT","IDX2015","A","2001",74.6,
"GBR","CPI","TOT","IDX2015","A","2002",75.7,
"GBR","CPI","TOT","IDX2015","A","2003",76.7,
"GBR","CPI","TOT","IDX2015","A","2004",77.8,
"GBR","CPI","TOT","IDX2015","A","2005",79.4,
"GBR","CPI","TOT","IDX2015","A","2006",81.4,
"GBR","CPI","TOT","IDX2015","A","2007",83.3,
"GBR","CPI","TOT","IDX2015","A","2008",86.2,
"GBR","CPI","TOT","IDX2015","A","2009",87.9,
"GBR","CPI","TOT","IDX2015","A","2010",90.1,
"GBR","CPI","TOT","IDX2015","A","2011",93.6,
"GBR","CPI","TOT","IDX2015","A","2012",96,
"GBR","CPI","TOT","IDX2015","A","2013",98.2,
"GBR","CPI","TOT","IDX2015","A","2014",99.6,
"GBR","CPI","TOT","IDX2015","A","2015",100,
"GBR","CPI","TOT","IDX2015","A","2016",101,
"GBR","CPI","TOT","IDX2015","A","2017",103.6,
"USA","CPI","TOT","IDX2015","A","1993",60.94851,
"USA","CPI","TOT","IDX2015","A","1994",62.53771,
"USA","CPI","TOT","IDX2015","A","1995",64.29215,
"USA","CPI","TOT","IDX2015","A","1996",66.17669,
"USA","CPI","TOT","IDX2015","A","1997",67.72369,
"USA","CPI","TOT","IDX2015","A","1998",68.77496,
"USA","CPI","TOT","IDX2015","A","1999",70.27977,
"USA","CPI","TOT","IDX2015","A","2000",72.65302,
"USA","CPI","TOT","IDX2015","A","2001",74.70631,
"USA","CPI","TOT","IDX2015","A","2002",75.89118,
"USA","CPI","TOT","IDX2015","A","2003",77.61398,
"USA","CPI","TOT","IDX2015","A","2004",79.69189,
"USA","CPI","TOT","IDX2015","A","2005",82.39564,
"USA","CPI","TOT","IDX2015","A","2006",85.05367,
"USA","CPI","TOT","IDX2015","A","2007",87.47998,
"USA","CPI","TOT","IDX2015","A","2008",90.83842,
"USA","CPI","TOT","IDX2015","A","2009",90.51545,
"USA","CPI","TOT","IDX2015","A","2010",91.99994,
"USA","CPI","TOT","IDX2015","A","2011",94.90424,
"USA","CPI","TOT","IDX2015","A","2012",96.86812,
"USA","CPI","TOT","IDX2015","A","2013",98.28708,
"USA","CPI","TOT","IDX2015","A","2014",99.88152,
"USA","CPI","TOT","IDX2015","A","2015",100,
"USA","CPI","TOT","IDX2015","A","2016",101.2616,
"USA","CPI","TOT","IDX2015","A","2017",103.4186,
"BRA","CPI","TOT","IDX2015","A","1993",0.732986,
"BRA","CPI","TOT","IDX2015","A","1994",15.94896,
"BRA","CPI","TOT","IDX2015","A","1995",26.47639,
"BRA","CPI","TOT","IDX2015","A","1996",30.64845,
"BRA","CPI","TOT","IDX2015","A","1997",32.77138,
"BRA","CPI","TOT","IDX2015","A","1998",33.81845,
"BRA","CPI","TOT","IDX2015","A","1999",35.4615,
"BRA","CPI","TOT","IDX2015","A","2000",37.95946,
"BRA","CPI","TOT","IDX2015","A","2001",40.55603,
"BRA","CPI","TOT","IDX2015","A","2002",43.98307,
"BRA","CPI","TOT","IDX2015","A","2003",50.45515,
"BRA","CPI","TOT","IDX2015","A","2004",53.78377,
"BRA","CPI","TOT","IDX2015","A","2005",57.47847,
"BRA","CPI","TOT","IDX2015","A","2006",59.88312,
"BRA","CPI","TOT","IDX2015","A","2007",62.06363,
"BRA","CPI","TOT","IDX2015","A","2008",65.58797,
"BRA","CPI","TOT","IDX2015","A","2009",68.79393,
"BRA","CPI","TOT","IDX2015","A","2010",72.26027,
"BRA","CPI","TOT","IDX2015","A","2011",77.05573,
"BRA","CPI","TOT","IDX2015","A","2012",81.21947,
"BRA","CPI","TOT","IDX2015","A","2013",86.2586,
"BRA","CPI","TOT","IDX2015","A","2014",91.71804,
"BRA","CPI","TOT","IDX2015","A","2015",100,
"BRA","CPI","TOT","IDX2015","A","2016",108.7391,
"BRA","CPI","TOT","IDX2015","A","2017",112.4867,
"CHL","CPI","TOT","IDX2015","A","1993",40.20966,
"CHL","CPI","TOT","IDX2015","A","1994",44.81089,
"CHL","CPI","TOT","IDX2015","A","1995",48.50001,
"CHL","CPI","TOT","IDX2015","A","1996",52.06918,
"CHL","CPI","TOT","IDX2015","A","1997",55.26304,
"CHL","CPI","TOT","IDX2015","A","1998",58.08711,
"CHL","CPI","TOT","IDX2015","A","1999",60.02541,
"CHL","CPI","TOT","IDX2015","A","2000",62.33235,
"CHL","CPI","TOT","IDX2015","A","2001",64.55706,
"CHL","CPI","TOT","IDX2015","A","2002",66.16414,
"CHL","CPI","TOT","IDX2015","A","2003",68.02347,
"CHL","CPI","TOT","IDX2015","A","2004",68.74094,
"CHL","CPI","TOT","IDX2015","A","2005",70.83931,
"CHL","CPI","TOT","IDX2015","A","2006",73.24219,
"CHL","CPI","TOT","IDX2015","A","2007",76.47056,
"CHL","CPI","TOT","IDX2015","A","2008",83.13594,
"CHL","CPI","TOT","IDX2015","A","2009",83.42944,
"CHL","CPI","TOT","IDX2015","A","2010",84.60648,
"CHL","CPI","TOT","IDX2015","A","2011",87.4326,
"CHL","CPI","TOT","IDX2015","A","2012",90.06128,
"CHL","CPI","TOT","IDX2015","A","2013",91.79786,
"CHL","CPI","TOT","IDX2015","A","2014",95.83237,
"CHL","CPI","TOT","IDX2015","A","2015",100,
"CHL","CPI","TOT","IDX2015","A","2016",103.7867,
"CHL","CPI","TOT","IDX2015","A","2017",106.0518,
"CHN","CPI","TOT","IDX2015","A","1993",44.41862,
"CHN","CPI","TOT","IDX2015","A","1994",55.19324,
"CHN","CPI","TOT","IDX2015","A","1995",64.46086,
"CHN","CPI","TOT","IDX2015","A","1996",69.81959,
"CHN","CPI","TOT","IDX2015","A","1997",71.76509,
"CHN","CPI","TOT","IDX2015","A","1998",71.21021,
"CHN","CPI","TOT","IDX2015","A","1999",70.21222,
"CHN","CPI","TOT","IDX2015","A","2000",70.45643,
"CHN","CPI","TOT","IDX2015","A","2001",70.9631,
"CHN","CPI","TOT","IDX2015","A","2002",70.44366,
"CHN","CPI","TOT","IDX2015","A","2003",71.23799,
"CHN","CPI","TOT","IDX2015","A","2004",73.96259,
"CHN","CPI","TOT","IDX2015","A","2005",75.27647,
"CHN","CPI","TOT","IDX2015","A","2006",76.5181,
"CHN","CPI","TOT","IDX2015","A","2007",80.2038,
"CHN","CPI","TOT","IDX2015","A","2008",84.95608,
"CHN","CPI","TOT","IDX2015","A","2009",84.33746,
"CHN","CPI","TOT","IDX2015","A","2010",87.01545,
"CHN","CPI","TOT","IDX2015","A","2011",91.8482,
"CHN","CPI","TOT","IDX2015","A","2012",94.25418,
"CHN","CPI","TOT","IDX2015","A","2013",96.72463,
"CHN","CPI","TOT","IDX2015","A","2014",98.58334,
"CHN","CPI","TOT","IDX2015","A","2015",100,
"CHN","CPI","TOT","IDX2015","A","2016",102,
"CHN","CPI","TOT","IDX2015","A","2017",103.625,
"COL","CPI","TOT","IDX2015","A","1993",16.20846,
"COL","CPI","TOT","IDX2015","A","1994",19.91149,
"COL","CPI","TOT","IDX2015","A","1995",24.07135,
"COL","CPI","TOT","IDX2015","A","1996",29.07761,
"COL","CPI","TOT","IDX2015","A","1997",34.44825,
"COL","CPI","TOT","IDX2015","A","1998",40.88214,
"COL","CPI","TOT","IDX2015","A","1999",45.32754,
"COL","CPI","TOT","IDX2015","A","2000",49.50916,
"COL","CPI","TOT","IDX2015","A","2001",53.45285,
"COL","CPI","TOT","IDX2015","A","2002",56.84791,
"COL","CPI","TOT","IDX2015","A","2003",60.90104,
"COL","CPI","TOT","IDX2015","A","2004",64.49666,
"COL","CPI","TOT","IDX2015","A","2005",67.75439,
"COL","CPI","TOT","IDX2015","A","2006",70.66338,
"COL","CPI","TOT","IDX2015","A","2007",74.58122,
"COL","CPI","TOT","IDX2015","A","2008",79.79958,
"COL","CPI","TOT","IDX2015","A","2009",83.15318,
"COL","CPI","TOT","IDX2015","A","2010",85.04242,
"COL","CPI","TOT","IDX2015","A","2011",87.94665,
"COL","CPI","TOT","IDX2015","A","2012",90.73394,
"COL","CPI","TOT","IDX2015","A","2013",92.56404,
"COL","CPI","TOT","IDX2015","A","2014",95.24732,
"COL","CPI","TOT","IDX2015","A","2015",100,
"COL","CPI","TOT","IDX2015","A","2016",107.5135,
"COL","CPI","TOT","IDX2015","A","2017",112.1519,
"CRI","CPI","TOT","IDX2015","A","1993",12.1156,
"CRI","CPI","TOT","IDX2015","A","1994",13.75549,
"CRI","CPI","TOT","IDX2015","A","1995",16.94476,
"CRI","CPI","TOT","IDX2015","A","1996",19.91208,
"CRI","CPI","TOT","IDX2015","A","1997",22.55012,
"CRI","CPI","TOT","IDX2015","A","1998",25.1792,
"CRI","CPI","TOT","IDX2015","A","1999",27.70848,
"CRI","CPI","TOT","IDX2015","A","2000",30.74597,
"CRI","CPI","TOT","IDX2015","A","2001",34.20667,
"CRI","CPI","TOT","IDX2015","A","2002",37.34219,
"CRI","CPI","TOT","IDX2015","A","2003",40.87038,
"CRI","CPI","TOT","IDX2015","A","2004",45.90349,
"CRI","CPI","TOT","IDX2015","A","2005",52.23716,
"CRI","CPI","TOT","IDX2015","A","2006",58.22915,
"CRI","CPI","TOT","IDX2015","A","2007",63.67778,
"CRI","CPI","TOT","IDX2015","A","2008",72.22635,
"CRI","CPI","TOT","IDX2015","A","2009",77.89073,
"CRI","CPI","TOT","IDX2015","A","2010",82.30145,
"CRI","CPI","TOT","IDX2015","A","2011",86.31623,
"CRI","CPI","TOT","IDX2015","A","2012",90.19647,
"CRI","CPI","TOT","IDX2015","A","2013",94.91487,
"CRI","CPI","TOT","IDX2015","A","2014",99.20443,
"CRI","CPI","TOT","IDX2015","A","2015",100,
"CRI","CPI","TOT","IDX2015","A","2016",99.98244,
"CRI","CPI","TOT","IDX2015","A","2017",101.6079,
"EST","CPI","TOT","IDX2015","A","1998",55.47913,
"EST","CPI","TOT","IDX2015","A","1999",57.30778,
"EST","CPI","TOT","IDX2015","A","2000",59.61068,
"EST","CPI","TOT","IDX2015","A","2001",63.03727,
"EST","CPI","TOT","IDX2015","A","2002",65.28891,
"EST","CPI","TOT","IDX2015","A","2003",66.16051,
"EST","CPI","TOT","IDX2015","A","2004",68.17715,
"EST","CPI","TOT","IDX2015","A","2005",70.95859,
"EST","CPI","TOT","IDX2015","A","2006",74.10746,
"EST","CPI","TOT","IDX2015","A","2007",78.99954,
"EST","CPI","TOT","IDX2015","A","2008",87.18575,
"EST","CPI","TOT","IDX2015","A","2009",87.11739,
"EST","CPI","TOT","IDX2015","A","2010",89.70656,
"EST","CPI","TOT","IDX2015","A","2011",94.17565,
"EST","CPI","TOT","IDX2015","A","2012",97.87996,
"EST","CPI","TOT","IDX2015","A","2013",100.6016,
"EST","CPI","TOT","IDX2015","A","2014",100.4948,
"EST","CPI","TOT","IDX2015","A","2015",100,
"EST","CPI","TOT","IDX2015","A","2016",100.1487,
"EST","CPI","TOT","IDX2015","A","2017",103.571,
"IND","CPI","TOT","IDX2015","A","1993",20.90189,
"IND","CPI","TOT","IDX2015","A","1994",23.0439,
"IND","CPI","TOT","IDX2015","A","1995",25.40011,
"IND","CPI","TOT","IDX2015","A","1996",27.68032,
"IND","CPI","TOT","IDX2015","A","1997",29.6634,
"IND","CPI","TOT","IDX2015","A","1998",33.58812,
"IND","CPI","TOT","IDX2015","A","1999",35.15663,
"IND","CPI","TOT","IDX2015","A","2000",36.56621,
"IND","CPI","TOT","IDX2015","A","2001",37.94815,
"IND","CPI","TOT","IDX2015","A","2002",39.57885,
"IND","CPI","TOT","IDX2015","A","2003",41.08516,
"IND","CPI","TOT","IDX2015","A","2004",42.63294,
"IND","CPI","TOT","IDX2015","A","2005",44.44328,
"IND","CPI","TOT","IDX2015","A","2006",47.01944,
"IND","CPI","TOT","IDX2015","A","2007",50.01594,
"IND","CPI","TOT","IDX2015","A","2008",54.1919,
"IND","CPI","TOT","IDX2015","A","2009",60.08926,
"IND","CPI","TOT","IDX2015","A","2010",67.29359,
"IND","CPI","TOT","IDX2015","A","2011",73.2547,
"IND","CPI","TOT","IDX2015","A","2012",80.07651,
"IND","CPI","TOT","IDX2015","A","2013",88.81097,
"IND","CPI","TOT","IDX2015","A","2014",94.4533,
"IND","CPI","TOT","IDX2015","A","2015",100,
"IND","CPI","TOT","IDX2015","A","2016",104.941,
"IND","CPI","TOT","IDX2015","A","2017",107.555,
"IDN","CPI","TOT","IDX2015","A","1993",12.33988,
"IDN","CPI","TOT","IDX2015","A","1994",13.39272,
"IDN","CPI","TOT","IDX2015","A","1995",14.65436,
"IDN","CPI","TOT","IDX2015","A","1996",15.82279,
"IDN","CPI","TOT","IDX2015","A","1997",16.80794,
"IDN","CPI","TOT","IDX2015","A","1998",26.63236,
"IDN","CPI","TOT","IDX2015","A","1999",32.08609,
"IDN","CPI","TOT","IDX2015","A","2000",33.26962,
"IDN","CPI","TOT","IDX2015","A","2001",37.09566,
"IDN","CPI","TOT","IDX2015","A","2002",41.51009,
"IDN","CPI","TOT","IDX2015","A","2003",44.31506,
"IDN","CPI","TOT","IDX2015","A","2004",47.00235,
"IDN","CPI","TOT","IDX2015","A","2005",51.9156,
"IDN","CPI","TOT","IDX2015","A","2006",58.72105,
"IDN","CPI","TOT","IDX2015","A","2007",62.48305,
"IDN","CPI","TOT","IDX2015","A","2008",68.87299,
"IDN","CPI","TOT","IDX2015","A","2009",71.89404,
"IDN","CPI","TOT","IDX2015","A","2010",75.58522,
